,loss,total_reward
0,0.0,-204.6191224199477
1,44.128318246020825,-139.10594158668718
2,81.26176761071893,-123.03589074145664
3,79.97105756315213,-133.97971784961737
4,55.808362926755635,-85.35288417678429
5,69.90800939202309,-80.54486328519327
6,57.278545436605945,-208.54653397496548
7,66.4597397085096,-205.1116512767112
8,52.17237476706505,-74.1142418799561
9,52.72540524290569,-110.79476358877007
10,65.08766706983248,37.82664637485996
11,96.63746884171393,-189.85574038346368
12,91.21689691126926,-103.39424506523699
13,67.87566231292428,-74.38286286875231
14,69.34509859606624,-58.366928901158424
15,73.91682163673111,-107.05669093556072
16,66.13357918523252,-173.42689437786794
17,53.51448412168594,-95.91235070893816
18,57.42340390295045,-295.7028617869664
19,48.54344380718388,-68.4271581198221
20,52.73782547314962,-49.13082298894628
21,53.43375665208568,-161.82619150193798
22,51.40535401575493,-243.5857459392024
23,51.269143178865505,-111.88010696090284
24,52.369430239461046,-102.79237522603222
25,53.000341185817014,-61.39655606358968
26,54.52739143130755,-119.10666703747486
27,53.1645739004784,-330.66254794607596
28,55.43815605845673,-271.8987240966209
29,55.4102225860992,-24.536695939772116
30,50.01200586802339,-220.62799521803188
31,45.25982603606056,-72.23388705272808
32,51.1893644440443,-97.70677676333405
33,51.69459310071222,-125.79650696061253
34,58.781573887794245,-107.40723673655945
35,48.26420342082709,-102.67650912691039
36,45.034701183035565,-112.57807612906393
37,46.825007330986764,-60.683586612156596
38,50.45523875709472,-89.1570557512217
39,48.94487613677978,-155.56504316333815
40,51.81226790384813,-78.47295042842038
41,45.31095404757394,-112.5453296093022
42,51.295673376321794,-145.98197169014574
43,45.9931998722481,-86.9730118425629
44,60.33166384493184,-285.7694231348089
45,62.71444080357856,-113.91045393508408
46,54.823295478951444,-130.9539043955212
47,53.491486268384115,-96.73189159443463
48,56.86860603801275,-131.85523966488975
49,61.168965394399606,-88.7095365284002
50,51.665828537373315,-200.24953721060547
51,52.04106293226543,-151.04135750181092
52,49.63957717642188,-114.29683099649934
53,48.36900657582506,-84.87913586192401
