,loss,total_reward
0,0.0,-98.83808783598754
1,29.32927135626475,-310.74548789626317
2,78.6797986803828,-71.03947102952705
3,67.58712514442733,-189.02982535076188
4,70.49527490139008,-113.89093572227189
5,28.763024962610668,-197.59618465260925
6,24.612434993280427,-257.86533782627225
7,36.52008218269844,26.13024118175167
8,54.982111500020615,-136.81954737207985
9,47.57006909126459,-124.34615957960116
10,50.442216802727096,-380.50500581670207
11,44.44133229626035,-388.1021665082613
12,45.81729169275569,-114.23139172344372
13,41.54831921700204,-413.5844854051623
14,43.01781572144607,-54.47524362897781
15,54.13118284201819,-453.46176237961043
16,53.32278130866669,-100.11480557262821
17,39.436151062046086,-127.8004728608493
18,40.7185497303478,-341.2472848791676
19,52.125700222548616,-148.61566777745557
20,45.75399520180442,-109.4013011285568
21,57.359217716426386,-333.6286544367143
22,50.558469900563985,-384.98203886478876
23,46.17101165652275,-234.45696968642935
24,45.005634129047394,-145.01440818070324
25,36.703863222387774,-78.67707477339135
26,33.486085444320864,-149.78895151573715
27,36.46973268268178,-273.2285266134661
28,39.710625535152,-43.915613572909585
29,45.48646819500523,-92.16308113427317
30,37.29666353642256,-96.15495348978801
31,47.03614302362715,-43.967787636984724
32,45.41614002373911,-253.2620600141268
33,55.29075692892074,-230.58668420558814
34,47.92660195568958,-161.86271788199548
35,43.79868487027975,-73.43269962791976
36,52.4073122767515,-141.14042145479647
37,44.831144619733095,-257.6683643048085
38,41.35394809048647,-201.59864061801875
39,42.293877187797,-84.90821672439596
40,34.9555335592051,-183.12623308510962
41,38.24129287931654,-69.89904145830549
42,33.10181687714218,-67.02547165155379
43,36.86448137299353,-85.10737660119594
44,30.5974313844334,-123.67471007238646
45,33.294482076735726,-173.7259991163574
46,29.689435602937426,5.602270933486594
47,34.93546101520228,-52.744402654620494
48,33.3612439362208,-71.89645002158358
49,33.545244001053476,-78.72313081637638
50,37.963926349023374,-116.4550660493356
51,28.63728386561076,-248.33947018280486
52,31.834292181825216,-77.2577538233252
53,31.546087288274997,-40.65317977186521
54,29.84919702645504,-210.77672084699662
55,33.8181698522495,-46.40662017240639
56,32.07348636408758,-83.77666961943521
57,24.67202147146813,-319.0520779572623
58,34.57475631405609,-102.88050513911813
59,30.089893522796096,-42.55702052510184
60,26.637444481594873,-82.49569760605658
61,33.001798847826514,-98.05983379160776
62,32.279873716021044,-455.6484434945244
63,28.56523546271437,-91.30823751984961
64,31.521716509014368,-16.589724254523816
65,29.141189633290978,-53.29213051225902
66,36.31812098814595,-194.90030104121362
67,35.25149817900224,-155.3586763037707
68,30.98091561090751,-284.0669717811336
69,31.325272137356787,-82.80136366387346
70,26.337920665740967,-186.0291377554268
71,37.21825860540072,-251.00901486358276
72,32.57414408234784,-47.769479392228575
73,24.321340784430504,-94.41865487158043
74,28.961858026097328,-43.508803899185786
75,31.30226968967163,-156.4295993936994
76,32.88090036885213,-267.1029106928555
77,32.18560264912327,-76.50353223114517
78,27.79743821178368,-26.67957548427789
79,24.78511076515371,-213.05225660871756
80,32.144682112194246,-238.92020652104424
